flux
2
800
3.337242E-03	-3.651103E-02	
4.102191E-03	-3.337186E-02	
4.566188E-03	-3.032815E-02	
4.851250E-03	-2.728939E-02	
4.983180E-03	-2.424900E-02	
4.997852E-03	-2.123045E-02	
4.897848E-03	-1.824926E-02	
4.656555E-03	-1.521452E-02	
4.239396E-03	-1.212501E-02	
3.533122E-03	-8.975960E-03	
2.472844E-03	-3.728722E-02	
2.998169E-03	-3.388594E-02	
3.379669E-03	-3.065956E-02	
3.607729E-03	-2.747110E-02	
3.725455E-03	-2.431695E-02	
3.746834E-03	-2.119855E-02	
3.658852E-03	-1.809318E-02	
3.453823E-03	-1.492429E-02	
3.120463E-03	-1.166472E-02	
2.654825E-03	-8.264333E-03	
1.728904E-03	-3.776021E-02	
2.064918E-03	-3.427429E-02	
2.322137E-03	-3.090994E-02	
2.488447E-03	-2.761509E-02	
2.577615E-03	-2.437985E-02	
2.596371E-03	-2.117579E-02	
2.532537E-03	-1.796413E-02	
2.382821E-03	-1.469859E-02	
2.157420E-03	-1.133166E-02	
1.865069E-03	-7.839410E-03	
1.029995E-03	-3.804673E-02	
1.219165E-03	-3.451296E-02	
1.367646E-03	-3.107697E-02	
1.470540E-03	-2.771727E-02	
1.525893E-03	-2.442220E-02	
1.532175E-03	-2.115848E-02	
1.491355E-03	-1.787678E-02	
1.404087E-03	-1.454895E-02	
1.275433E-03	-1.112724E-02	
1.112631E-03	-7.588671E-03	
3.374965E-04	-3.818178E-02	
3.988803E-04	-3.462846E-02	
4.501045E-04	-3.116117E-02	
4.859096E-04	-2.777177E-02	
5.036187E-04	-2.444076E-02	
5.038025E-04	-2.114638E-02	
4.891715E-04	-1.783343E-02	
4.600229E-04	-1.447589E-02	
4.193548E-04	-1.103098E-02	
3.710413E-04	-7.473815E-03	
-3.409221E-04	-3.818141E-02	
-3.986376E-04	-3.463250E-02	
-4.433566E-04	-3.116364E-02	
-4.764637E-04	-2.777199E-02	
-4.951623E-04	-2.443954E-02	
-4.983895E-04	-2.114456E-02	
-4.855140E-04	-1.783350E-02	
-4.583466E-04	-1.447384E-02	
-4.188989E-04	-1.103181E-02	
-3.661752E-04	-7.477395E-03	
-1.029860E-03	-3.804718E-02	
-1.219777E-03	-3.451910E-02	
-1.372089E-03	-3.108001E-02	
-1.473517E-03	-2.772109E-02	
-1.523364E-03	-2.442190E-02	
-1.526189E-03	-2.115615E-02	
-1.485084E-03	-1.787589E-02	
-1.402117E-03	-1.454158E-02	
-1.277482E-03	-1.112815E-02	
-1.116118E-03	-7.595143E-03	
-1.725982E-03	-3.776504E-02	
-2.055558E-03	-3.428174E-02	
-2.313387E-03	-3.090722E-02	
-2.487472E-03	-2.761836E-02	
-2.576595E-03	-2.438566E-02	
-2.585264E-03	-2.118090E-02	
-2.517785E-03	-1.795972E-02	
-2.373192E-03	-1.468531E-02	
-2.150657E-03	-1.133160E-02	
-1.862809E-03	-7.840910E-03	
-2.463356E-03	-3.729479E-02	
-2.984262E-03	-3.390152E-02	
-3.366715E-03	-3.064717E-02	
-3.607386E-03	-2.746366E-02	
-3.729779E-03	-2.432884E-02	
-3.743328E-03	-2.121549E-02	
-3.650932E-03	-1.808500E-02	
-3.446720E-03	-1.490884E-02	
-3.110163E-03	-1.166716E-02	
-2.643137E-03	-8.260223E-03	
-3.306978E-03	-3.651908E-02	
-4.076747E-03	-3.338655E-02	
-4.537270E-03	-3.031916E-02	
-4.813768E-03	-2.727450E-02	
-4.952780E-03	-2.425660E-02	
-4.972891E-03	-2.125408E-02	
-4.873127E-03	-1.823857E-02	
-4.638754E-03	-1.519384E-02	
-4.227006E-03	-1.213045E-02	
-3.514349E-03	-8.976610E-03	
3.314094E-03	3.650943E-02	
4.088025E-03	3.334772E-02	
4.558449E-03	3.029590E-02	
4.838193E-03	2.726016E-02	
4.980405E-03	2.421956E-02	
5.006919E-03	2.119104E-02	
4.909975E-03	1.818647E-02	
4.669560E-03	1.514790E-02	
4.250300E-03	1.208391E-02	
3.534117E-03	8.968226E-03	
2.453300E-03	3.728370E-02	
2.979578E-03	3.387366E-02	
3.362766E-03	3.062356E-02	
3.595245E-03	2.744472E-02	
3.716516E-03	2.429848E-02	
3.745985E-03	2.116810E-02	
3.667125E-03	1.803360E-02	
3.465559E-03	1.485878E-02	
3.132465E-03	1.162067E-02	
2.665984E-03	8.248798E-03	
1.706164E-03	3.775586E-02	
2.036692E-03	3.425830E-02	
2.295487E-03	3.088090E-02	
2.473243E-03	2.759761E-02	
2.571361E-03	2.436498E-02	
2.592114E-03	2.115182E-02	
2.536572E-03	1.791548E-02	
2.399647E-03	1.463842E-02	
2.179411E-03	1.128771E-02	
1.885606E-03	7.821475E-03	
1.002678E-03	3.803854E-02	
1.191036E-03	3.449451E-02	
1.341702E-03	3.105416E-02	
1.449620E-03	2.771004E-02	
1.512353E-03	2.441341E-02	
1.527167E-03	2.113896E-02	
1.494931E-03	1.784056E-02	
1.416671E-03	1.449814E-02	
1.294302E-03	1.108538E-02	
1.133455E-03	7.569157E-03	
3.121998E-04	3.817141E-02	
3.722774E-04	3.461007E-02	
4.259802E-04	3.114296E-02	
4.683570E-04	2.777153E-02	
4.966481E-04	2.444294E-02	
5.059042E-04	2.113350E-02	
4.976278E-04	1.780551E-02	
4.755746E-04	1.443288E-02	
4.395226E-04	1.099222E-02	
3.917253E-04	7.453669E-03	
-3.589319E-04	3.816773E-02	
-4.189913E-04	3.461378E-02	
-4.622398E-04	3.114971E-02	
-4.891983E-04	2.778019E-02	
-5.002541E-04	2.445151E-02	
-4.969179E-04	2.113752E-02	
-4.810835E-04	1.780905E-02	
-4.524376E-04	1.443594E-02	
-4.090693E-04	1.099648E-02	
-3.524223E-04	7.458260E-03	
-1.042219E-03	3.803166E-02	
-1.230518E-03	3.450149E-02	
-1.378649E-03	3.107062E-02	
-1.475462E-03	2.773551E-02	
-1.521630E-03	2.443897E-02	
-1.521683E-03	2.115335E-02	
-1.479860E-03	1.785088E-02	
-1.395734E-03	1.450688E-02	
-1.267808E-03	1.109683E-02	
-1.102213E-03	7.580149E-03	
-1.738908E-03	3.774760E-02	
-2.068527E-03	3.426763E-02	
-2.321174E-03	3.090371E-02	
-2.492275E-03	2.763452E-02	
-2.583355E-03	2.440272E-02	
-2.594216E-03	2.117868E-02	
-2.525522E-03	1.793606E-02	
-2.377137E-03	1.465421E-02	
-2.149078E-03	1.130549E-02	
-1.854527E-03	7.831636E-03	
-2.474760E-03	3.727560E-02	
-2.993414E-03	3.389136E-02	
-3.373749E-03	3.064699E-02	
-3.613739E-03	2.748014E-02	
-3.736341E-03	2.434341E-02	
-3.750849E-03	2.121261E-02	
-3.657976E-03	1.806370E-02	
-3.451257E-03	1.488168E-02	
-3.109916E-03	1.164742E-02	
-2.635788E-03	8.258387E-03	
